target_id	length	eff_length	est_counts	tpm
AT5G03380.1	1586	1542.12	7.01368e-07	7.82259e-06
AT5G03390.1	1536	1492.12	0	0
AT5G03400.1	513	469.118	0	0
AT5G03406.1	1304	1260.12	0	0
AT5G03415.1	1621	1577.12	0	0
AT5G03420.1	2006	1962.12	0	0
AT5G03430.1	2019	1975.12	2	17.4164
AT5G03435.1	2238	2194.12	0	0
AT5G03440.1	688	644.118	0	0
AT5G03445.1	37	17.9492	0	0
AT5G03450.1	2137	2093.12	0	0
AT5G03452.1	73	37.9801	0	0
AT5G03455.1	633	589.118	2	58.3915
AT5G03460.1	549	505.118	0	0
AT5G03470.1	1986	1942.12	0	0
AT5G03480.1	966	922.118	0	0
AT5G03490.1	1598	1554.12	1	11.0672
AT5G03495.1	1290	1246.12	0	0
AT5G03500.1	885	841.118	0	0
AT5G03510.1	1081	1037.12	0	0
AT5G03520.1	1150	1106.12	8.30986e-05	0.00129215
AT5G03530.1	1181	1137.12	1	15.1257
AT5G03540.3	2286	2242.12	0	0
AT5G03545.1	695	651.118	1	26.4157
AT5G03550.1	333	289.118	0	0
AT5G03552.1	337	293.118	0	0
AT5G03555.1	1919	1875.12	1	9.17262
AT5G03560.2	1250	1206.12	0	0
AT5G03570.1	1673	1629.12	0	0
AT5G03580.1	306	262.118	0	0
AT5G03590.1	696	652.118	0	0
AT5G03600.1	969	925.118	0	0
AT5G03610.1	1424	1380.12	3	37.3876
AT5G03620.1	2301	2257.12	0	0
AT5G03630.1	1587	1543.12	4	44.5844
AT5G03640.1	2781	2737.12	0	0
AT5G03650.1	2609	2565.12	1	6.70525
AT5G03660.1	860	816.118	0	0
AT5G03668.1	1667	1623.12	0	0
AT5G03670.1	1989	1945.12	0	0
AT5G03680.1	2162	2118.12	0	0
AT5G03690.1	1491	1447.12	0	0
AT5G03700.1	1449	1405.12	0	0
AT5G03705.1	81	43.5844	0	0
AT5G03710.1	246	202.118	0	0
AT5G03720.1	1366	1322.12	0	0
AT5G03730.2	2974	2930.12	3.03508	17.8159
AT5G03740.1	1242	1198.12	1	14.3556
AT5G03745.1	83	45.0592	0	0
AT5G03750.1	510	466.118	0	0
AT5G03760.1	2299	2255.12	1	7.62699
AT5G03770.1	1601	1557.12	0	0
AT5G03775.1	73	37.9801	0	0
AT5G03780.1	1509	1465.12	0	0
AT5G03790.1	710	666.118	0	0
AT5G03795.1	1821	1777.12	0	0
AT5G03800.1	2807	2763.12	0	0
AT5G03810.1	1062	1018.12	0	0
AT5G03820.1	1077	1033.12	0	0
AT5G03830.1	1282	1238.12	0	0
AT5G03837.1	156	112.155	0	0
AT5G03840.1	669	625.118	0	0
AT5G03850.1	467	423.118	2	81.3
AT5G03858.1	469	425.118	0	0
AT5G03860.1	1905	1861.12	0	0
AT5G03870.1	1310	1266.12	0	0
AT5G03880.1	1213	1169.12	13	191.253
AT5G03890.1	540	496.118	0	0
AT5G03900.2	2013	1969.12	3	26.2042
AT5G03905.1	858	814.118	0	0
AT5G03910.1	2207	2163.12	1	7.95137
AT5G03920.1	624	580.118	0	0
AT5G03930.1	651	607.118	0	0
AT5G03940.1	1888	1844.12	16	149.229
AT5G03944.1	198	154.118	0	0
AT5G03950.1	759	715.118	0	0
AT5G03960.1	1357	1313.12	0	0
AT5G03970.1	1470	1426.12	0	0
AT5G03980.1	972	928.118	0	0
AT5G03990.1	1386	1342.12	1	12.8154
AT5G03995.1	455	411.118	0	0
AT5G04000.2	762	718.118	0	0
AT5G04010.1	970	926.118	0	0
AT5G04020.1	4780	4736.12	3	10.8948
AT5G04030.1	231	187.118	0	0
AT5G04040.1	3275	3231.12	4	21.2926
AT5G04045.1	463	419.118	0	0
AT5G04047.1	554	510.118	0	0
AT5G04050.2	2572	2528.12	0	0
AT5G04060.1	2204	2160.12	0	0
AT5G04070.1	1482	1438.12	0	0
AT5G04080.1	504	460.118	0	0
AT5G04090.2	1263	1219.12	1	14.1084
AT5G04110.1	2050	2006.12	0	0
AT5G04120.1	975	931.118	0	0
AT5G04130.1	2515	2471.12	0	0
AT5G04140.2	5199	5155.12	2.3168	7.72988
AT5G04150.1	723	679.118	0	0
AT5G04160.1	1316	1272.12	0	0
AT5G04170.1	1475	1431.12	2	24.0368
AT5G04180.1	1140	1096.12	0	0
AT5G04190.1	1590	1546.12	0	0
AT5G04200.1	1251	1207.12	1	14.2486
AT5G04210.1	582	538.118	0	0
AT5G04220.2	1999	1955.12	0.999984	8.79716
AT5G04230.2	2485	2441.12	5	35.2293
AT5G04235.1	4125	4081.12	0	0
AT5G04238.1	195	151.119	0	0
AT5G04240.1	4263	4219.12	1	4.07662
AT5G04250.1	1461	1417.12	0	0
AT5G04260.1	850	806.118	1	21.3365
AT5G04267.1	132	88.4292	0	0
AT5G04270.1	990	946.118	1	18.1793
AT5G04275.1	89	49.6575	0	0
AT5G04280.1	1267	1223.12	2	28.1244
AT5G04290.1	4482	4438.12	1	3.87546
AT5G04310.1	1710	1666.12	0	0
AT5G04320.2	1945	1901.12	0	0
AT5G04330.1	1761	1717.12	0	0
AT5G04340.1	976	932.118	1	18.4523
AT5G04347.1	785	741.118	0	0
AT5G04350.1	441	397.118	0	0
AT5G04360.1	3037	2993.12	0	0
AT5G04370.2	1666	1622.12	0	0
AT5G04380.1	1158	1114.12	0	0
AT5G04386.1	117	74.0479	0	0
AT5G04390.1	1418	1374.12	0	0
AT5G04400.1	1188	1144.12	0	0
AT5G04410.1	2194	2150.12	1	7.99945
AT5G04420.1	2025	1981.12	0	0
AT5G04430.2	1557	1513.12	0	0
AT5G04440.1	1210	1166.12	1	14.7496
AT5G04460.1	2759	2715.12	0	0
AT5G04470.1	792	748.118	0	0
AT5G04480.1	3718	3674.12	0	0
AT5G04490.1	1104	1060.12	0	0
AT5G04500.1	2638	2594.12	0	0
AT5G04510.1	2072	2028.12	0	0
AT5G04520.1	876	832.118	0	0
AT5G04530.1	1867	1823.12	0	0
AT5G04540.1	3031	2987.12	3	17.2739
AT5G04550.1	2580	2536.12	5	33.9096
AT5G04560.2	6475	6431.12	3	8.02337
AT5G04590.1	2205	2161.12	17	135.298
AT5G04600.1	874	830.118	0	0
AT5G04610.1	1341	1297.12	0	0
AT5G04620.2	1667	1623.12	0	0
AT5G04630.1	1530	1486.12	0	0
AT5G04640.1	969	925.118	0	0
AT5G04650.1	210	166.118	0	0
AT5G04660.1	1676	1632.12	0	0
AT5G04670.1	2460	2416.12	5	35.5938
AT5G04680.1	2165	2121.12	0	0
AT5G04690.1	2016	1972.12	0	0
AT5G04700.1	2010	1966.12	0	0
AT5G04710.1	1983	1939.12	1	8.86988
AT5G04720.1	2691	2647.12	4	25.9902
AT5G04730.1	1903	1859.12	0	0
AT5G04740.1	1166	1122.12	3	45.9838
AT5G04750.1	598	554.118	1	31.0399
AT5G04760.1	1128	1084.12	1	15.8652
AT5G04770.1	1917	1873.12	0	0
AT5G04780.1	1908	1864.12	0	0
AT5G04781.1	864	820.118	0	0
AT5G04790.1	165	121.133	0	0
AT5G04800.1	749	705.118	3.23428	78.893
AT5G04810.1	3044	3000.12	8	45.8642
AT5G04820.1	1166	1122.12	1	15.3279
AT5G04830.1	960	916.118	1	18.7746
AT5G04840.1	1431	1387.12	0	0
AT5G04850.2	1133	1089.12	0	0
AT5G04853.1	177	133.122	0	0
AT5G04860.1	2762	2718.12	0	0
AT5G04870.1	2526	2482.12	3	20.7884
AT5G04880.1	1856	1812.12	0	0
AT5G04885.1	2397	2353.12	0	0
AT5G04890.1	1209	1165.12	0	0
AT5G04895.1	3811	3767.12	0	0
AT5G04900.1	1235	1191.12	2	28.88
AT5G04910.1	750	706.118	0	0
AT5G04920.1	1868	1824.12	2	18.8582
AT5G04930.1	4365	4321.12	4	15.9216
AT5G04940.1	2824	2780.12	0	0
AT5G04950.1	1246	1202.12	0	0
AT5G04960.1	1933	1889.12	0	0
AT5G04970.1	2032	1988.12	0	0
AT5G04980.2	1489	1445.12	0	0
AT5G04990.1	1827	1783.12	1	9.64589
AT5G05000.2	1142	1098.12	0	0
AT5G05010.1	2059	2015.12	0	0
AT5G05020.1	865	821.118	0	0
AT5G05025.1	414	370.118	0	0
AT5G05030.1	1213	1169.12	0	0
AT5G05040.1	516	472.118	0	0
AT5G05050.1	900	856.118	0	0
AT5G05060.1	976	932.118	0	0
AT5G05070.1	1386	1342.12	0	0
AT5G05080.1	1229	1185.12	0	0
AT5G05090.1	1263	1219.12	0	0
AT5G05100.1	1598	1554.12	2.09056	23.1367
AT5G05110.1	997	953.118	2	36.0915
AT5G05113.1	258	214.118	0	0
AT5G05120.1	606	562.118	0	0
AT5G05130.1	2803	2759.12	0	0
AT5G05140.1	2121	2077.12	1	8.28059
AT5G05150.1	1125	1081.12	0	0
AT5G05160.1	1993	1949.12	0	0
AT5G05170.1	3639	3595.12	25	119.605
AT5G05180.1	1569	1525.12	0	0
AT5G05190.1	2442	2398.12	0	0
AT5G05200.1	1904	1860.12	4	36.9864
AT5G05210.1	1558	1514.12	1	11.3596
AT5G05220.1	662	618.118	0	0
AT5G05230.1	1559	1515.12	0	0
AT5G05240.1	2128	2084.12	0	0
AT5G05250.1	962	918.118	6	112.402
AT5G05260.1	1572	1528.12	0	0
AT5G05270.1	982	938.118	0	0
AT5G05280.1	945	901.118	0	0
AT5G05282.1	945	901.118	0	0
AT5G05290.1	978	934.118	0	0
AT5G05300.1	309	265.118	0	0
AT5G05310.3	1657	1613.12	0	0
AT5G05320.1	1360	1316.12	0	0
AT5G05330.1	974	930.118	0	0
AT5G05340.1	1222	1178.12	0	0
AT5G05350.1	2221	2177.12	0	0
AT5G05360.1	730	686.118	0	0
AT5G05365.1	512	468.118	0	0
AT5G05370.1	433	389.118	1	44.2019
AT5G05380.1	897	853.118	0	0
AT5G05390.1	1698	1654.12	0	0
AT5G05400.1	2625	2581.12	0	0
AT5G05410.1	1450	1406.12	0	0
AT5G05420.1	432	388.118	0	0
AT5G05430.1	477	433.118	0	0
AT5G05435.1	626	582.118	0	0
AT5G05440.1	1197	1153.12	3	44.7476
AT5G05450.1	2014	1970.12	1	8.73032
AT5G05460.1	2260	2216.12	1	7.76121
AT5G05470.1	1282	1238.12	0	0
AT5G05480.1	2099	2055.12	0	0
AT5G05490.1	2093	2049.12	0	0
AT5G05500.1	730	686.118	0	0
AT5G05510.1	1538	1494.12	0	0
AT5G05520.1	1880	1836.12	0	0
AT5G05530.1	714	670.118	0	0
AT5G05540.1	1702	1658.12	0	0
AT5G05550.2	1207	1163.12	0	0
AT5G05560.1	5108	5064.12	0	0
AT5G05570.1	3776	3732.12	1.56681e-07	7.22078e-07
AT5G05580.1	1687	1643.12	10.341	108.247
