target_id	length	eff_length	est_counts	tpm
AT5G01830.1	2475	2431.12	0	0
AT5G01840.1	965	921.118	0	0
AT5G01849.1	132	88.4292	0	0
AT5G01850.1	1784	1740.12	0	0
AT5G01860.1	648	604.118	0	0
AT5G01870.1	550	506.118	0	0
AT5G01880.1	1355	1311.12	0	0
AT5G01881.1	429	385.118	0	0
AT5G01890.1	3499	3455.12	0	0
AT5G01900.1	976	932.118	0	0
AT5G01910.1	842	798.118	0	0
AT5G01920.1	3489	3445.12	6	29.6871
AT5G01930.1	1489	1445.12	0	0
AT5G01940.1	696	652.118	0	0
AT5G01950.1	3387	3343.12	0	0
AT5G01960.1	1807	1763.12	1	9.66807
AT5G01970.1	1468	1424.12	0	0
AT5G01980.1	1868	1824.12	0	0
AT5G01990.1	1749	1705.12	0	0
AT5G02000.1	441	397.118	0	0
AT5G02010.1	2133	2089.12	0	0
AT5G02020.1	1101	1057.12	2	32.2499
AT5G02021.1	114	71.2511	0	0
AT5G02025.1	71	36.6528	0	0
AT5G02030.1	2017	1973.12	1	8.6391
AT5G02035.1	120	76.8758	0	0
AT5G02040.1	1296	1252.12	0	0
AT5G02050.1	1135	1091.12	0	0
AT5G02060.1	840	796.118	0	0
AT5G02070.1	1974	1930.12	0	0
AT5G02080.1	813	769.118	0	0
AT5G02090.1	668	624.118	0	0
AT5G02100.1	1690	1646.12	0	0
AT5G02110.1	1204	1160.12	0	0
AT5G02120.1	526	482.118	7	247.495
AT5G02130.1	1426	1382.12	0	0
AT5G02140.1	885	841.118	0	0
AT5G02150.1	1176	1132.12	0	0
AT5G02160.1	829	785.118	24	521.072
AT5G02170.1	1830	1786.12	0	0
AT5G02180.1	2007	1963.12	1	8.6831
AT5G02190.1	1687	1643.12	0	0
AT5G02200.2	708	664.118	0	0
AT5G02210.1	486	442.118	0	0
AT5G02220.1	440	396.118	0	0
AT5G02230.1	1103	1059.12	0	0
AT5G02240.1	1014	970.118	7	122.997
AT5G02244.1	324	280.118	0	0
AT5G02250.1	2911	2867.12	5	29.7266
AT5G02260.1	1249	1205.12	0	0
AT5G02270.2	1223	1179.12	0	0
AT5G02280.1	661	617.118	0	0
AT5G02290.1	1605	1561.12	5.91674e-05	0.000646052
AT5G02310.1	6252	6208.12	2	5.4915
AT5G02320.1	2056	2012.12	0	0
AT5G02330.1	1971	1927.12	0	0
AT5G02340.1	1896	1852.12	0	0
AT5G02350.1	1956	1912.12	0	0
AT5G02360.1	1029	985.118	0	0
AT5G02370.1	2417	2373.12	0	0
AT5G02380.1	571	527.118	51	1649.24
AT5G02385.1	73	37.9801	0	0
AT5G02390.1	2635	2591.12	0	0
AT5G02400.1	2025	1981.12	0	0
AT5G02410.1	1759	1715.12	0	0
AT5G02420.1	688	644.118	0	0
AT5G02430.1	2718	2674.12	0	0
AT5G02435.1	74	38.6548	0	0
AT5G02440.1	782	738.118	0	0
AT5G02450.1	684	640.118	5	133.147
AT5G02460.1	1554	1510.12	0	0
AT5G02470.1	1146	1102.12	0	0
AT5G02480.1	2350	2306.12	5	36.9581
AT5G02490.1	2305	2261.12	2.05097	15.4617
AT5G02500.1	2374	2330.12	80.8191	591.231
AT5G02502.1	521	477.118	0	0
AT5G02505.1	72	37.3128	0	0
AT5G02510.1	540	496.118	0	0
AT5G02520.1	2099	2055.12	0	0
AT5G02530.1	1213	1169.12	0	0
AT5G02540.1	1281	1237.12	0	0
AT5G02550.1	505	461.118	0	0
AT5G02560.2	738	694.118	0	0
AT5G02570.1	399	355.118	0	0
AT5G02580.1	722	678.118	0	0
AT5G02590.1	1094	1050.12	1	16.2324
AT5G02600.2	1335	1291.12	0	0
AT5G02610.2	797	753.118	0	0
AT5G02615.1	74	38.6548	0	0
AT5G02620.1	1855	1811.12	2	18.8237
AT5G02630.1	1417	1373.12	0	0
AT5G02640.1	689	645.118	0	0
AT5G02650.1	988	944.118	0	0
AT5G02660.1	2077	2033.12	0	0
AT5G02670.1	1368	1324.12	0	0
AT5G02680.1	983	939.118	0	0
AT5G02690.1	360	316.118	0	0
AT5G02700.1	1371	1327.12	0	0
AT5G02710.1	1025	981.118	1.61368	28.0361
AT5G02720.1	417	373.118	0.386319	17.649
AT5G02725.1	82	44.3181	0	0
AT5G02730.1	618	574.118	0	0
AT5G02740.1	1123	1079.12	1	15.7962
AT5G02750.1	1086	1042.12	0	0
AT5G02760.1	1543	1499.12	0	0
AT5G02770.1	1707	1663.12	4	40.9976
AT5G02780.1	993	949.118	0	0
AT5G02790.1	1056	1012.12	7	117.893
AT5G02800.1	1583	1539.12	0	0
AT5G02810.1	2831	2787.12	5	30.5799
AT5G02811.1	150	106.184	0	0
AT5G02815.1	82	44.3181	0	0
AT5G02820.1	1655	1611.12	0	0
AT5G02830.1	2783	2739.12	1	6.22315
AT5G02840.1	1413	1369.12	0	0
AT5G02850.1	1564	1520.12	1	11.2136
AT5G02860.1	2460	2416.12	1	7.0551
AT5G02870.1	1475	1431.12	2.65252	31.594
AT5G02880.1	4923	4879.12	1	3.49366
AT5G02890.1	1221	1177.12	0	0
AT5G02900.1	1443	1399.12	0	0
AT5G02910.1	1546	1502.12	1	11.3479
AT5G02920.1	1118	1074.12	0	0
AT5G02930.1	1410	1366.12	0	0
AT5G02940.1	2667	2623.12	9	58.4852
AT5G02950.1	2229	2185.12	1	7.80093
AT5G02960.1	749	705.118	9	217.571
AT5G02970.1	2009	1965.12	0	0
AT5G02980.1	1008	964.118	0	0
AT5G02990.1	1647	1603.12	0	0
AT5G03000.1	1065	1021.12	0	0
AT5G03010.1	955	911.118	0	0
AT5G03020.1	1140	1096.12	0	0
AT5G03030.1	690	646.118	0	0
AT5G03040.1	1911	1867.12	0.315235	2.87795
AT5G03050.1	802	758.118	0	0
AT5G03060.1	1018	974.118	0	0
AT5G03070.1	1968	1924.12	0	0
AT5G03080.1	1165	1121.12	0	0
AT5G03090.1	294	250.118	0	0
AT5G03100.1	1558	1514.12	0	0
AT5G03110.1	1157	1113.12	1	15.3137
AT5G03120.1	574	530.118	2	64.31
AT5G03130.1	415	371.118	0	0
AT5G03140.1	2427	2383.12	1	7.1528
AT5G03150.1	2046	2002.12	0	0
AT5G03160.1	1760	1716.12	0	0
AT5G03170.1	908	864.118	0	0
AT5G03180.2	1669	1625.12	0	0
AT5G03190.2	1827	1783.12	1	9.55963
AT5G03200.1	1281	1237.12	0	0
AT5G03204.1	111	68.4893	0	0
AT5G03210.1	535	491.118	0	0
AT5G03220.1	736	692.118	0	0
AT5G03230.1	872	828.118	0	0
AT5G03240.1	1237	1193.12	21.3975	305.704
AT5G03250.1	2162	2118.12	0	0
AT5G03260.1	1937	1893.12	1	9.00417
AT5G03270.1	690	646.118	0	0
AT5G03280.1	4803	4759.12	2	7.16349
AT5G03285.1	204	160.118	0	0
AT5G03290.1	1437	1393.12	10	122.358
AT5G03300.1	1348	1304.12	4	52.2835
AT5G03310.1	483	439.118	0	0
AT5G03320.1	1716	1672.12	1	10.1942
AT5G03330.1	1537	1493.12	0	0
AT5G03340.1	2671	2627.12	1	6.48846
AT5G03345.1	567	523.118	0	0
AT5G03350.1	985	941.118	0	0
AT5G03360.1	4923	4879.12	0	0
AT5G03370.1	764	720.118	0	0
AT5G03377.1	523	479.118	0	0
AT5G03380.1	1586	1542.12	9.71285e-07	1.07362e-05
AT5G03390.1	1536	1492.12	0	0
AT5G03400.1	513	469.118	0	0
AT5G03406.1	1304	1260.12	0	0
AT5G03415.1	1621	1577.12	0	0
AT5G03420.1	2006	1962.12	0	0
AT5G03430.1	2019	1975.12	3	25.891
AT5G03435.1	2238	2194.12	0	0
AT5G03440.1	688	644.118	0	0
AT5G03445.1	37	17.9492	0	0
AT5G03450.1	2137	2093.12	0	0
AT5G03452.1	73	37.9801	0	0
AT5G03455.1	633	589.118	1	28.9347
AT5G03460.1	549	505.118	0	0
AT5G03470.1	1986	1942.12	1	8.77699
AT5G03480.1	966	922.118	0	0
AT5G03490.1	1598	1554.12	4	43.873
AT5G03495.1	1290	1246.12	0	0
AT5G03500.1	885	841.118	0	0
AT5G03510.1	1081	1037.12	0	0
AT5G03520.1	1150	1106.12	8.151e-05	0.00125612
AT5G03530.1	1181	1137.12	0	0
AT5G03540.3	2286	2242.12	0	0
AT5G03545.1	695	651.118	2	52.359
AT5G03550.1	333	289.118	0	0
AT5G03552.1	337	293.118	0	0
AT5G03555.1	1919	1875.12	0	0
AT5G03560.2	1250	1206.12	0	0
AT5G03570.1	1673	1629.12	0	0
AT5G03580.1	306	262.118	0	0
AT5G03590.1	696	652.118	0	0
AT5G03600.1	969	925.118	0	0
AT5G03610.1	1424	1380.12	1	12.3511
AT5G03620.1	2301	2257.12	0	0
AT5G03630.1	1587	1543.12	3	33.1393
AT5G03640.1	2781	2737.12	0	0
AT5G03650.1	2609	2565.12	3	19.9359
AT5G03660.1	860	816.118	3	62.6599
AT5G03668.1	1667	1623.12	0	0
AT5G03670.1	1989	1945.12	0	0
AT5G03680.1	2162	2118.12	0	0
AT5G03690.1	1491	1447.12	0	0
AT5G03700.1	1449	1405.12	0	0
AT5G03705.1	81	43.5844	0	0
AT5G03710.1	246	202.118	0.477038	40.2317
AT5G03720.1	1366	1322.12	1	12.8929
AT5G03730.2	2974	2930.12	3.03905	17.6796
AT5G03740.1	1242	1198.12	1	14.2273
AT5G03745.1	83	45.0592	0	0
AT5G03750.1	510	466.118	0	0
AT5G03760.1	2299	2255.12	1	7.55879
AT5G03770.1	1601	1557.12	0	0
AT5G03775.1	73	37.9801	0	0
AT5G03780.1	1509	1465.12	0	0
AT5G03790.1	710	666.118	0	0
AT5G03795.1	1821	1777.12	0	0
AT5G03800.1	2807	2763.12	1	6.1691
AT5G03810.1	1062	1018.12	0	0
AT5G03820.1	1077	1033.12	0	0
AT5G03830.1	1282	1238.12	0	0
AT5G03837.1	156	112.155	0	0
AT5G03840.1	669	625.118	0	0
AT5G03850.1	467	423.118	4	161.146
AT5G03858.1	469	425.118	0	0
AT5G03860.1	1905	1861.12	0	0
AT5G03870.1	1310	1266.12	0	0
AT5G03880.1	1213	1169.12	7	102.061
AT5G03890.1	540	496.118	0	0
AT5G03900.2	2013	1969.12	5	43.2832
AT5G03905.1	858	814.118	0	0
AT5G03910.1	2207	2163.12	3	23.6408
AT5G03920.1	624	580.118	0	0
AT5G03930.1	651	607.118	0	0
AT5G03940.1	1888	1844.12	3	27.7303
AT5G03944.1	198	154.118	0	0
AT5G03950.1	759	715.118	0	0
AT5G03960.1	1357	1313.12	0	0
AT5G03970.1	1470	1426.12	2.33907e-07	2.79581e-06
AT5G03980.1	972	928.118	0	0
AT5G03990.1	1386	1342.12	1	12.7008
AT5G03995.1	455	411.118	0	0
AT5G04000.2	762	718.118	0	0
AT5G04010.1	970	926.118	0	0
AT5G04020.1	4780	4736.12	2	7.19828
AT5G04030.1	231	187.118	0	0
AT5G04040.1	3275	3231.12	5	26.3778
AT5G04045.1	463	419.118	0	0
AT5G04047.1	554	510.118	0	0
AT5G04050.2	2572	2528.12	0	0
AT5G04060.1	2204	2160.12	0	0
AT5G04070.1	1482	1438.12	0	0
AT5G04080.1	504	460.118	0	0
AT5G04090.2	1263	1219.12	0	0
AT5G04110.1	2050	2006.12	0	0
AT5G04120.1	975	931.118	0	0
AT5G04130.1	2515	2471.12	0	0
AT5G04140.2	5199	5155.12	114.805	379.616
AT5G04150.1	723	679.118	0	0
AT5G04160.1	1316	1272.12	0	0
AT5G04170.1	1475	1431.12	0	0
AT5G04180.1	1140	1096.12	0	0
AT5G04190.1	1590	1546.12	0	0
AT5G04200.1	1251	1207.12	0	0
AT5G04210.1	582	538.118	0	0
AT5G04220.2	1999	1955.12	0	0
AT5G04230.2	2485	2441.12	0	0
AT5G04235.1	4125	4081.12	0	0
AT5G04238.1	195	151.119	0	0
AT5G04240.1	4263	4219.12	1	4.04017
AT5G04250.1	1461	1417.12	1	12.0286
AT5G04260.1	850	806.118	1	21.1457
AT5G04267.1	132	88.4292	0	0
AT5G04270.1	990	946.118	1	18.0167
AT5G04275.1	89	49.6575	0	0
AT5G04280.1	1267	1223.12	0	0
AT5G04290.1	4482	4438.12	6	23.0448
AT5G04310.1	1710	1666.12	0	0
AT5G04320.2	1945	1901.12	0	0
AT5G04330.1	1761	1717.12	0	0
AT5G04340.1	976	932.118	1	18.2873
AT5G04347.1	785	741.118	0	0
AT5G04350.1	441	397.118	0	0
AT5G04360.1	3037	2993.12	0	0
AT5G04370.2	1666	1622.12	0	0
AT5G04380.1	1158	1114.12	0	0
AT5G04386.1	117	74.0479	0	0
AT5G04390.1	1418	1374.12	0	0
AT5G04400.1	1188	1144.12	0	0
AT5G04410.1	2194	2150.12	4	31.7117
AT5G04420.1	2025	1981.12	0	0
AT5G04430.2	1557	1513.12	0	0
AT5G04440.1	1210	1166.12	4	58.4708
AT5G04460.1	2759	2715.12	0	0
AT5G04470.1	792	748.118	0	0
AT5G04480.1	3718	3674.12	0	0
AT5G04490.1	1104	1060.12	2	32.1586
AT5G04500.1	2638	2594.12	0	0
AT5G04510.1	2072	2028.12	4	33.6193
AT5G04520.1	876	832.118	1	20.485
AT5G04530.1	1867	1823.12	0	0
AT5G04540.1	3031	2987.12	0	0
AT5G04550.1	2580	2536.12	2	13.4426
AT5G04560.2	6475	6431.12	4	10.6022
AT5G04590.1	2205	2161.12	15	118.313
AT5G04600.1	874	830.118	1	20.5344
AT5G04610.1	1341	1297.12	0	0
AT5G04620.2	1667	1623.12	0	0
AT5G04630.1	1530	1486.12	0	0
AT5G04640.1	969	925.118	0	0
AT5G04650.1	210	166.118	0	0
AT5G04660.1	1676	1632.12	0	0
AT5G04670.1	2460	2416.12	1	7.0551
AT5G04680.1	2165	2121.12	0	0
AT5G04690.1	2016	1972.12	0	0
AT5G04700.1	2010	1966.12	0	0
AT5G04710.1	1983	1939.12	3	26.3717
AT5G04720.1	2691	2647.12	7	45.0761
AT5G04730.1	1903	1859.12	0	0
AT5G04740.1	1166	1122.12	3.70336	56.2573
AT5G04750.1	598	554.118	0	0
AT5G04760.1	1128	1084.12	3	47.17
AT5G04770.1	1917	1873.12	0	0
AT5G04780.1	1908	1864.12	0	0
AT5G04781.1	864	820.118	0	0
AT5G04790.1	165	121.133	0	0
AT5G04800.1	749	705.118	2.96199	71.6049
AT5G04810.1	3044	3000.12	6	34.0906
AT5G04820.1	1166	1122.12	0	0
AT5G04830.1	960	916.118	0	0
AT5G04840.1	1431	1387.12	0	0
AT5G04850.2	1133	1089.12	0	0
AT5G04853.1	177	133.122	0	0
AT5G04860.1	2762	2718.12	1	6.27123
AT5G04870.1	2526	2482.12	3	20.6025
AT5G04880.1	1856	1812.12	1	9.40665
AT5G04885.1	2397	2353.12	0	0
AT5G04890.1	1209	1165.12	0	0
AT5G04895.1	3811	3767.12	1	4.52493
AT5G04900.1	1235	1191.12	0	0
AT5G04910.1	750	706.118	1	24.1404
AT5G04920.1	1868	1824.12	5	46.7238
AT5G04930.1	4365	4321.12	3	11.8344
AT5G04940.1	2824	2780.12	0	0
AT5G04950.1	1246	1202.12	0	0
AT5G04960.1	1933	1889.12	0	0
AT5G04970.1	2032	1988.12	0	0
AT5G04980.2	1489	1445.12	0	0
AT5G04990.1	1827	1783.12	0	0
AT5G05000.2	1142	1098.12	3	46.5686
AT5G05010.1	2059	2015.12	9	76.1313
AT5G05020.1	865	821.118	0	0
AT5G05025.1	414	370.118	0	0
AT5G05030.1	1213	1169.12	0	0
AT5G05040.1	516	472.118	0	0
AT5G05050.1	900	856.118	0	0
AT5G05060.1	976	932.118	1	18.2873
AT5G05070.1	1386	1342.12	0	0
AT5G05080.1	1229	1185.12	0	0
AT5G05090.1	1263	1219.12	0	0
AT5G05100.1	1598	1554.12	3.14809	34.529
AT5G05110.1	997	953.118	1	17.8844
AT5G05113.1	258	214.118	0	0
AT5G05120.1	606	562.118	0	0
AT5G05130.1	2803	2759.12	0	0
AT5G05140.1	2121	2077.12	3	24.6196
AT5G05150.1	1125	1081.12	0	0
AT5G05160.1	1993	1949.12	2	17.4909
AT5G05170.1	3639	3595.12	13	61.6384
AT5G05180.1	1569	1525.12	0	0
AT5G05190.1	2442	2398.12	3	21.3242
AT5G05200.1	1904	1860.12	7	64.1474
AT5G05210.1	1558	1514.12	2	22.516
AT5G05220.1	662	618.118	0	0
AT5G05230.1	1559	1515.12	0	0
AT5G05240.1	2128	2084.12	0	0
AT5G05250.1	962	918.118	5	92.8309
AT5G05260.1	1572	1528.12	0	0
AT5G05270.1	982	938.118	0	0
AT5G05280.1	945	901.118	0	0
AT5G05282.1	945	901.118	0	0
AT5G05290.1	978	934.118	0	0
AT5G05300.1	309	265.118	0	0
AT5G05310.3	1657	1613.12	0	0
AT5G05320.1	1360	1316.12	0	0
AT5G05330.1	974	930.118	0	0
AT5G05340.1	1222	1178.12	0	0
AT5G05350.1	2221	2177.12	0	0
AT5G05360.1	730	686.118	0	0
AT5G05365.1	512	468.118	0	0
AT5G05370.1	433	389.118	0	0
AT5G05380.1	897	853.118	1	19.9808
AT5G05390.1	1698	1654.12	0	0
AT5G05400.1	2625	2581.12	0	0
AT5G05410.1	1450	1406.12	0	0
AT5G05420.1	432	388.118	0	0
AT5G05430.1	477	433.118	0	0
AT5G05435.1	626	582.118	0	0
AT5G05440.1	1197	1153.12	7	103.477
AT5G05450.1	2014	1970.12	0	0
AT5G05460.1	2260	2216.12	2	15.3836
AT5G05470.1	1282	1238.12	0	0
AT5G05480.1	2099	2055.12	1	8.29439
AT5G05490.1	2093	2049.12	0	0
AT5G05500.1	730	686.118	0	0
AT5G05510.1	1538	1494.12	0	0
AT5G05520.1	1880	1836.12	0	0
AT5G05530.1	714	670.118	0	0
AT5G05540.1	1702	1658.12	2	20.5606
AT5G05550.2	1207	1163.12	0	0
AT5G05560.1	5108	5064.12	0	0
AT5G05570.1	3776	3732.12	3.25393e-07	1.48619e-06
AT5G05580.1	1687	1643.12	8.21895	85.2647
